// random numbers that last to 10

[6, 892, 217, 637, 919, 986, 693, 944, 64, 893],
[658, 144, 732, 391, 863, 490, 763, 136, 295, 753],
[293, 557, 599, 579, 300, 819, 412, 293, 754, 909],
[968, 421, 657, 115, 133, 429, 692, 896, 843, 331],
[679, 206, 241, 194, 489, 149, 742, 115, 819, 602],
[367, 522, 743, 813, 187, 382, 253, 873, 860, 442],
[962, 795, 704, 279, 161, 838, 183, 368, 758, 685],
[15, 392, 811, 79, 733, 306, 696, 405, 895, 556],
[165, 554, 37, 903, 749, 584, 98, 514, 655, 546],
[599, 56, 834, 882, 559, 802, 18, 717, 843, 522],
[774, 617, 242, 572, 714, 323, 888, 320, 685, 685],
[187, 485, 840, 19, 84, 692, 991, 659, 310, 739],
[323, 569, 223, 704, 75, 887, 161, 719, 658, 217],
[854, 121, 970, 414, 874, 463, 567, 152, 472, 50],
[234, 164, 105, 286, 361, 538, 557, 478, 501, 345],
[986, 247, 570, 25, 499, 471, 899, 372, 128, 282],
[527, 243, 143, 226, 375, 58, 541, 342, 371, 523],
[563, 852, 124, 240, 356, 752, 338, 803, 290, 562],
[827, 557, 811, 485, 56, 810, 149, 133, 40, 333],
[629, 112, 461, 430, 429, 377, 586, 781, 228, 917],
[966, 591, 17, 96, 182, 603, 643, 746, 157, 785],
[644, 493, 796, 89, 472, 844, 925, 235, 827, 468],
[693, 183, 928, 83, 401, 449, 389, 141, 768, 685],
[767, 341, 120, 524, 500, 386, 936, 895, 115, 335],
[775, 729, 621, 39, 679, 765, 95, 653, 185, 678],
[563, 901, 770, 599, 888, 541, 850, 90, 244, 548],
[20, 328, 238, 924, 70, 986, 350, 766, 855, 515],
[35, 110, 959, 229, 102, 664, 19, 84, 241, 61],
[657, 373, 268, 850, 495, 585, 274, 942, 350, 834],
[751, 995, 858, 817, 902, 293, 297, 505, 249, 476],
[520, 674, 319, 644, 631, 293, 168, 915, 868, 634],
[191, 202, 215, 937, 82, 687, 124, 207, 458, 218],
[547, 418, 317, 114, 996, 80, 267, 528, 805, 325],
[297, 607, 593, 337, 189, 246, 559, 237, 76, 948],
[641, 521, 295, 575, 277, 47, 270, 107, 192, 905],
[835, 190, 672, 255, 886, 207, 266, 466, 397, 613],
[670, 8, 407, 231, 71, 604, 245, 281, 215, 926],
[687, 192, 345, 785, 100, 474, 170, 46, 996, 857],
[525, 578, 590, 876, 895, 300, 550, 21, 184, 204],
[320, 226, 113, 401, 12, 6, 343, 463, 392, 345],
[531, 644, 257, 920, 238, 569, 219, 592, 475, 962],
[39, 612, 985, 540, 683, 512, 898, 760, 217, 709],
[598, 110, 173, 861, 938, 57, 155, 631, 121, 896],
[998, 659, 175, 989, 184, 279, 765, 650, 593, 928],
[12, 348, 707, 0, 490, 160, 623, 765, 937, 985],
[398, 420, 75, 435, 877, 346, 541, 449, 755, 975],
[600, 0, 237, 437, 126, 734, 909, 304, 290, 672],
[844, 835, 603, 338, 587, 56, 733, 439, 612, 38],
[163, 427, 207, 439, 832, 180, 357, 765, 907, 272],
[163, 205, 549, 770, 258, 555, 501, 246, 935, 534],
[574, 346, 677, 330, 960, 118, 488, 666, 987, 105],
[275, 547, 431, 90, 280, 175, 381, 197, 186, 259],
[36, 623, 52, 95, 886, 598, 256, 587, 962, 214],
[879, 656, 299, 755, 390, 778, 211, 596, 257, 578],
[862, 954, 851, 539, 902, 972, 986, 781, 629, 383],
[398, 698, 597, 15, 708, 537, 860, 649, 91, 667],
[103, 195, 808, 65, 46, 231, 105, 547, 735, 343],
[289, 417, 453, 229, 176, 457, 968, 163, 300, 811],
[461, 71, 330, 718, 867, 200, 308, 169, 963, 99],
[164, 529, 284, 403, 974, 599, 286, 374, 996, 795],
[671, 889, 315, 569, 41, 990, 466, 659, 69, 511],
[352, 217, 227, 169, 881, 402, 982, 521, 447, 746],
[430, 707, 703, 410, 686, 131, 993, 989, 184, 952],
[233, 573, 920, 645, 915, 502, 66, 145, 960, 623],
[392, 721, 116, 535, 947, 56, 261, 471, 212, 501],
[775, 160, 24, 43, 42, 558, 641, 868, 733, 849],
[616, 640, 173, 457, 892, 898, 611, 385, 115, 786],
[69, 567, 734, 43, 760, 375, 796, 630, 913, 539],
[683, 433, 595, 103, 210, 180, 876, 782, 657, 309],
[682, 902, 865, 514, 194, 857, 644, 731, 244, 149],
[183, 828, 721, 56, 646, 21, 593, 93, 992, 339],
[283, 845, 582, 385, 512, 623, 646, 23, 452, 424],
[366, 793, 145, 129, 213, 325, 264, 330, 27, 794],
[655, 328, 604, 871, 260, 959, 769, 293, 932, 793],
[22, 172, 735, 258, 6, 789, 782, 631, 202, 805],
[91, 129, 7, 251, 743, 301, 617, 453, 128, 193],
[482, 706, 409, 655, 430, 896, 575, 786, 668, 492],
[78, 509, 618, 281, 186, 769, 751, 284, 365, 39],
[203, 997, 775, 13, 569, 139, 776, 454, 930, 627],
[660, 374, 169, 185, 249, 652, 936, 813, 466, 106],
[374, 35, 62, 870, 765, 395, 66, 690, 865, 163],
[289, 49, 452, 7, 921, 328, 366, 829, 605, 482],
[465, 388, 479, 924, 567, 650, 937, 811, 196, 602],
[664, 166, 80, 350, 934, 716, 146, 776, 822, 870],
[141, 96, 198, 681, 345, 334, 97, 470, 132, 748],
[115, 228, 55, 872, 726, 966, 417, 254, 365, 954],
[745, 929, 289, 417, 132, 439, 765, 705, 763, 843],
[488, 451, 288, 406, 903, 231, 664, 130, 253, 487],
[335, 428, 279, 762, 423, 215, 959, 957, 676, 350],
[924, 629, 395, 943, 615, 215, 616, 307, 98, 596],
[598, 771, 60, 123, 761, 172, 513, 130, 627, 388],
[869, 437, 961, 364, 151, 438, 102, 802, 954, 529],
[61, 672, 962, 609, 170, 304, 29, 988, 799, 411],
[387, 604, 720, 714, 409, 528, 67, 625, 909, 660],
[131, 208, 994, 39, 669, 492, 749, 362, 166, 413],
[227, 674, 121, 521, 773, 458, 791, 890, 725, 374],
[367, 642, 720, 635, 681, 292, 177, 693, 711, 693],
[194, 34, 516, 102, 665, 857, 345, 912, 427, 648],
[956, 769, 920, 774, 489, 262, 548, 997, 245, 741],
[922, 568, 794, 525, 348, 969, 70, 180, 561, 619]


// ascending list 
[487, 235, 18, 491, 461, 550, 601, 677, 788, 826],
[180, 210, 182, 259, 489, 634, 893, 675, 942, 614],
[197, 315, 225, 265, 386, 780, 948, 795, 531, 649],
[56, 282, 417, 50, 374, 764, 675, 650, 510, 918],
[464, 131, 447, 418, 138, 872, 738, 819, 647, 782],
[27, 229, 146, 158, 82, 641, 715, 682, 843, 649],
[362, 295, 255, 178, 417, 804, 888, 698, 514, 672],
[298, 311, 402, 407, 96, 907, 875, 507, 737, 880],
[226, 213, 301, 224, 317, 694, 772, 796, 776, 804],
[204, 486, 100, 217, 185, 871, 535, 858, 857, 892],
[455, 173, 377, 191, 248, 751, 519, 878, 539, 888],
[465, 423, 76, 331, 102, 517, 615, 578, 967, 616],
[422, 206, 470, 347, 144, 522, 957, 670, 533, 902],
[408, 149, 88, 201, 145, 766, 684, 807, 860, 545],
[275, 21, 256, 316, 450, 993, 680, 956, 571, 824],
[189, 473, 121, 256, 221, 948, 836, 810, 779, 521],
[60, 481, 386, 410, 423, 973, 625, 535, 846, 532],
[63, 72, 401, 127, 30, 993, 867, 714, 610, 889],
[479, 100, 239, 286, 205, 772, 613, 949, 770, 568],
[190, 195, 148, 287, 38, 994, 742, 566, 662, 540],
[438, 4, 251, 180, 406, 733, 946, 745, 965, 953],
[136, 298, 61, 399, 97, 930, 562, 566, 689, 559],
[110, 347, 193, 17, 4, 881, 647, 566, 782, 732],
[12, 226, 306, 486, 349, 898, 638, 681, 561, 968],
[150, 400, 269, 266, 373, 899, 729, 893, 524, 995],
[277, 9, 278, 404, 257, 820, 775, 949, 655, 693],
[384, 201, 85, 441, 356, 704, 891, 892, 616, 575],
[175, 207, 113, 96, 10, 734, 861, 889, 851, 938],
[51, 211, 264, 355, 374, 629, 537, 580, 723, 816],
[122, 41, 6, 52, 409, 816, 708, 938, 641, 819],
[426, 66, 151, 491, 350, 945, 607, 882, 696, 989],
[69, 76, 361, 304, 369, 940, 799, 836, 720, 730],
[407, 271, 385, 197, 82, 889, 510, 563, 920, 604],
[363, 340, 281, 314, 173, 858, 883, 720, 971, 762],
[64, 7, 153, 163, 53, 529, 856, 962, 686, 749],
[129, 208, 371, 494, 31, 509, 627, 557, 511, 875],
[433, 139, 115, 54, 353, 722, 760, 700, 715, 546],
[118, 381, 252, 288, 472, 765, 772, 706, 760, 856],
[52, 328, 246, 89, 138, 997, 782, 550, 854, 608],
[384, 92, 430, 88, 215, 637, 562, 757, 786, 965],
[98, 51, 306, 171, 33, 568, 642, 557, 741, 841],
[253, 103, 127, 172, 399, 763, 955, 871, 810, 880],
[94, 441, 370, 498, 33, 940, 968, 702, 660, 657],
[343, 396, 276, 195, 382, 816, 973, 703, 559, 584],
[5, 450, 474, 105, 32, 838, 694, 867, 758, 872],
[23, 364, 371, 6, 193, 723, 587, 781, 501, 733],
[259, 142, 82, 192, 396, 944, 826, 929, 713, 880],
[56, 213, 417, 185, 124, 535, 991, 698, 890, 847],
[165, 487, 355, 269, 459, 756, 540, 960, 767, 905],
[337, 42, 137, 449, 210, 676, 968, 886, 958, 609],
[476, 345, 448, 212, 232, 599, 610, 618, 722, 900],
[114, 89, 262, 136, 169, 839, 774, 765, 713, 848],
[323, 368, 140, 495, 59, 939, 930, 981, 748, 534],
[417, 281, 201, 447, 294, 909, 562, 712, 955, 993],
[142, 433, 168, 202, 94, 785, 718, 571, 755, 905],
[18, 65, 390, 406, 479, 799, 673, 751, 926, 920],
[296, 39, 203, 166, 481, 611, 913, 665, 783, 637],
[124, 482, 158, 81, 272, 877, 998, 753, 712, 561],
[55, 93, 216, 302, 402, 759, 686, 612, 501, 709],
[340, 187, 65, 397, 245, 825, 624, 735, 928, 878],
[280, 150, 110, 310, 98, 729, 754, 645, 787, 625],
[468, 293, 77, 40, 256, 838, 715, 908, 590, 515],
[151, 120, 19, 143, 384, 775, 957, 811, 558, 644],
[58, 291, 262, 189, 363, 991, 573, 697, 830, 557],
[403, 183, 206, 432, 350, 607, 886, 738, 645, 530],
[125, 478, 43, 79, 439, 532, 703, 889, 895, 799],
[406, 127, 66, 320, 260, 843, 677, 822, 593, 744],
[286, 395, 204, 484, 31, 796, 705, 805, 764, 838],
[162, 321, 231, 25, 381, 677, 800, 843, 545, 917],
[235, 462, 232, 49, 181, 636, 838, 701, 628, 901],
[367, 242, 333, 72, 174, 841, 937, 823, 518, 676],
[203, 291, 493, 10, 131, 907, 985, 738, 800, 896],
[434, 457, 213, 12, 332, 638, 621, 763, 687, 945],
[381, 246, 442, 231, 175, 945, 855, 775, 865, 609],
[115, 37, 431, 380, 284, 789, 865, 625, 894, 810],
[166, 299, 179, 336, 2, 674, 547, 868, 975, 617],
[256, 100, 144, 293, 138, 532, 607, 614, 959, 877],
[67, 457, 3, 482, 391, 914, 598, 703, 998, 780],
[206, 35, 117, 370, 102, 892, 567, 754, 878, 808],
[260, 459, 232, 97, 422, 856, 503, 875, 800, 674],
[425, 201, 413, 232, 493, 717, 518, 723, 825, 514],
[264, 324, 247, 268, 423, 994, 606, 851, 816, 604],
[401, 270, 357, 237, 235, 609, 813, 811, 730, 635],
[150, 316, 430, 42, 175, 903, 990, 702, 526, 861],
[323, 382, 186, 356, 298, 696, 715, 878, 728, 933],
[181, 15, 45, 58, 193, 916, 875, 519, 930, 882],
[143, 66, 464, 373, 341, 815, 928, 739, 923, 730],
[56, 434, 193, 285, 486, 843, 843, 910, 697, 551],
[109, 40, 207, 35, 129, 855, 820, 693, 759, 587],
[145, 119, 296, 290, 188, 508, 809, 878, 791, 695],
[254, 12, 52, 289, 262, 753, 960, 661, 576, 545],
[10, 218, 334, 114, 243, 820, 943, 584, 821, 659],
[449, 60, 416, 433, 489, 721, 578, 797, 537, 653],
[73, 141, 494, 246, 7, 605, 606, 612, 719, 855],
[428, 50, 52, 302, 20, 684, 940, 600, 847, 575],
[167, 421, 382, 130, 408, 916, 779, 669, 745, 866],
